user,item
121,2571
121,4993
121,7153
121,356
121,44191
121,3578
121,5418
121,59315
121,318
121,5952
124,480
124,2716
124,1097
124,4993
124,7153
124,2000
124,260
124,2028
124,110
124,1210
129,7361
129,33166
129,50872
129,60069
129,44191
129,58559
129,46976
129,63082
129,48394
129,44195
132,1265
132,1198
132,527
132,260
132,1961
132,750
132,1196
132,912
132,1270
132,1221
133,48394
133,81845
133,6016
133,4993
133,7323
133,7153
133,5952
133,5618
133,63082
133,46578
135,597
135,588
135,1270
135,500
135,8368
135,1035
135,4896
135,8360
135,364
135,539
136,72998
136,76093
136,69122
136,318
136,2571
136,63082
136,33794
136,81845
136,5952
136,7153
147,1213
147,110
147,1291
147,1210
147,457
147,527
147,1097
147,1387
147,356
147,2858
152,318
152,7153
152,1198
152,1196
152,8961
152,1291
152,1
152,5952
152,356
152,2571
154,593
154,778
154,1206
154,318
154,1222
154,4993
154,293
154,2997
154,32
154,1258
155,858
155,593
155,1193
155,1089
155,2329
155,527
155,356
155,47
155,318
155,2959
162,296
162,2959
162,47
162,1089
162,318
162,2858
162,6016
162,7361
162,593
162,50
163,2571
163,4993
163,296
163,7153
163,3578
163,5952
163,1210
163,44191
163,1196
163,260
168,318
168,858
168,1214
168,3949
168,1221
168,2997
168,541
168,1213
168,50
168,2571
175,1210
175,260
175,7153
175,1197
175,5952
175,527
175,1196
175,4993
175,1198
175,1270
182,77561
182,51662
182,59315
182,59369
182,79132
182,70286
182,84152
182,68358
182,69122
182,76251
189,6377
189,4306
189,7153
189,4886
189,1580
189,5349
189,6539
189,4963
189,5952
189,2571
190,260
190,1196
190,356
190,318
190,296
190,1198
190,4993
190,2571
190,5952
190,7153
201,4226
201,55820
201,750
201,5147
201,1232
201,1193
201,4973
201,608
201,7327
201,6016
204,1270
204,3578
204,2858
204,593
204,318
204,2762
204,7153
204,5952
204,4993
204,2571
205,7153
205,5952
205,356
205,318
205,2571
205,4993
205,296
205,1198
205,1196
205,260
206,595
206,4886
206,8360
206,6539
206,364
206,4306
206,7293
206,4025
206,1
206,8368
208,39183
208,36517
208,55276
208,81591
208,30749
208,7361
208,44195
208,8949
208,46723
208,46976
209,44191
209,2959
209,4306
209,33794
209,7153
209,4993
209,6539
209,58559
209,6377
209,2571
211,1210
211,1198
211,260
211,1196
211,1197
211,4963
211,1291
211,480
211,1
211,110
213,4973
213,4306
213,6377
213,78499
213,79132
213,58559
213,69757
213,6539
213,2959
213,8961
215,1222
215,111
215,778
215,4011
215,318
215,2329
215,32
215,293
215,50
215,593
218,1222
218,858
218,4993
218,1210
218,7361
218,6502
218,1258
218,1270
218,4878
218,4226
220,593
220,4226
220,608
220,111
220,1089
220,1258
220,296
220,1206
220,1208
220,2959
232,1196
232,260
232,2571
232,4993
232,7153
232,5952
232,318
232,356
232,1198
232,296
237,7153
237,5952
237,1196
237,260
237,356
237,318
237,1198
237,296
237,4993
237,2571
239,8533
239,31685
239,4963
239,7444
239,2424
239,4700
239,6155
239,597
239,56949
239,2571
241,4993
241,2571
241,5952
241,7153
241,356
241,318
241,1198
241,296
241,1196
241,260
248,55247
248,57669
248,593
248,858
248,4878
248,63082
248,3949
248,48394
248,46578
248,47
252,912
252,1208
252,527
252,1136
252,924
252,1206
252,1258
252,1214
252,858
252,750
254,1136
254,5952
254,527
254,356
254,7153
254,4993
254,608
254,593
254,2762
254,1214
258,6377
258,33679
258,6548
258,2762
258,364
258,34319
258,6383
258,780
258,1917
258,480
264,1721
264,4995
264,8961
264,2762
264,6539
264,364
264,595
264,356
264,500
264,318
266,588
266,1
266,40815
266,8368
266,356
266,4306
266,68954
266,4973
266,4886
266,8961
271,1196
271,260
271,356
271,318
271,5952
271,7153
271,4993
271,2571
271,1198
271,296
279,1198
279,296
279,318
279,356
279,260
279,1196
279,4993
279,2571
279,5952
279,7153
284,1196
284,260
284,4993
284,32
284,2959
284,858
284,1222
284,541
284,4226
284,1214
285,1
285,364
285,1580
285,60069
285,1210
285,260
285,4306
285,6539
285,8368
285,588
294,589
294,50
294,2115
294,3147
294,1580
294,2762
294,3578
294,1923
294,5418
294,2174
304,70286
304,593
304,59315
304,7153
304,60069
304,72998
304,5418
304,54286
304,68954
304,1210
312,318
312,356
312,260
312,1196
312,2571
312,4993
312,7153
312,5952
312,296
312,1198
313,4993
313,7153
313,1580
313,5952
313,2571
313,356
313,1270
313,1210
313,780
313,480
316,589
316,1240
316,3578
316,480
316,110
316,1198
316,1270
316,318
316,2762
316,593
317,356
317,1198
317,1240
317,296
317,1196
317,1200
317,1527
317,260
317,318
317,1270
318,99114
318,2959
318,48516
318,72998
318,91529
318,76251
318,70286
318,69122
318,71535
318,59369
337,318
337,356
337,4993
337,2571
337,7153
337,5952
337,1196
337,260
337,1198
337,296
340,68157
340,7438
340,6874
340,79132
340,593
340,356
340,4878
340,5952
340,858
340,44191
342,260
342,1196
342,296
342,1198
342,7153
342,5952
342,318
342,356
342,4993
342,2571
348,64622
348,49961
348,64575
348,59018
348,902
348,48696
348,41285
348,8638
348,55052
348,71579
351,2571
351,1196
351,1198
351,296
351,4993
351,7153
351,318
351,260
351,356
351,5952
359,32587
359,51540
359,52241
359,44195
359,56367
359,34048
359,38061
359,58295
359,47610
359,33493
361,260
361,1196
361,296
361,1198
361,7153
361,5952
361,356
361,318
361,4993
361,2571
367,318
367,356
367,5952
367,1198
367,260
367,1196
367,296
367,7153
367,4993
367,2571
370,7153
370,296
370,260
370,1196
370,2571
370,4993
370,1198
370,318
370,356
370,5952
372,356
372,260
372,4993
372,5952
372,7153
372,2571
372,1198
372,296
372,1196
372,318
375,2858
375,4973
375,46578
375,7361
375,356
375,2291
375,2762
375,318
375,919
375,6711
379,50
379,858
379,1208
379,1198
379,593
379,296
379,589
379,1213
379,318
379,1222
383,2571
383,33794
383,51662
383,44191
383,59315
383,6539
383,2959
383,58559
383,4993
383,8644
387,260
387,32
387,32587
387,47
387,2571
387,7361
387,50
387,1258
387,8874
387,1193
388,778
388,1196
388,858
388,1213
388,1210
388,260
388,356
388,4993
388,589
388,50
394,56367
394,44694
394,41285
394,8949
394,1244
394,34437
394,37733
394,1230
394,33166
394,6993
395,40815
395,4886
395,4306
395,45722
395,8368
395,8360
395,364
395,5816
395,6539
395,6377
398,89745
398,47
398,74458
398,59315
398,70286
398,72998
398,60069
398,68954
398,4226
398,68157
407,1198
407,296
407,2571
407,356
407,7153
407,5952
407,318
407,4993
407,1196
407,260
409,5445
409,4995
409,6333
409,5418
409,8636
409,1917
409,1197
409,33794
409,1682
409,2959
413,296
413,4993
413,260
413,1196
413,318
413,5952
413,7153
413,1198
413,356
413,2571
419,58559
419,33794
419,2959
419,2571
419,59315
419,4963
419,32587
419,318
419,6539
419,4993
421,1196
421,1198
421,318
421,5952
421,260
421,296
421,7153
421,2571
421,4993
421,356
422,6333
422,260
422,1370
422,480
422,6537
422,3793
422,1036
422,165
422,1210
422,1196
425,318
425,356
425,7153
425,5952
425,1196
425,260
425,2571
425,4993
425,296
425,1198
427,1198
427,260
427,1210
427,356
427,527
427,2571
427,4226
427,1270
427,1196
427,2028
430,4993
430,2571
430,1198
430,296
430,318
430,356
430,7153
430,5952
430,260
430,1196
431,1196
431,260
431,5952
431,7153
431,1198
431,296
431,4993
431,2571
431,356
431,318
436,260
436,1196
436,356
436,318
436,7153
436,5952
436,4993
436,2571
436,296
436,1198
440,5418
440,44191
440,49272
440,8961
440,318
440,4963
440,4226
440,8665
440,780
440,2329
442,111
442,2959
442,6016
442,4226
442,858
442,541
442,750
442,2858
442,593
442,50
448,356
448,318
448,1196
448,260
448,1198
448,296
448,5952
448,7153
448,2571
448,4993
451,2571
451,4993
451,260
451,1196
451,318
451,356
451,5952
451,7153
451,296
451,1198
455,318
455,356
455,2571
455,4993
455,1198
455,296
455,5952
455,7153
455,1196
455,260
457,1198
457,296
457,5952
457,7153
457,4993
457,2571
457,318
457,356
457,1196
457,260
459,260
459,1196
459,5952
459,7153
459,4993
459,2571
459,1198
459,296
459,318
459,356
462,2918
462,5349
462,2028
462,3147
462,5989
462,1704
462,1580
462,296
462,4995
462,1
466,5952
466,7153
466,356
466,318
466,260
466,1196
466,4993
466,2571
466,1198
466,296
469,81591
469,2959
469,44555
469,7361
469,68157
469,55820
469,48394
469,4973
469,63082
469,46578
471,919
471,912
471,953
471,2797
471,594
471,2406
471,1198
471,1097
471,1035
471,1307
482,4306
482,6539
482,5952
482,5816
482,4993
482,8961
482,40815
482,4896
482,7153
482,8368
485,296
485,2959
485,527
485,1196
485,2858
485,593
485,47
485,260
485,858
485,7361
486,1035
486,1022
486,2080
486,6944
486,2125
486,1013
486,2081
486,594
486,4447
486,5299
492,7153
492,318
492,5952
492,2571
492,4993
492,356
492,1198
492,296
492,260
492,1196
500,1206
500,260
500,1258
500,2019
500,44555
500,1225
500,908
500,1252
500,1196
500,2997
503,51662
503,5952
503,32587
503,4993
503,6539
503,44191
503,6874
503,7153
503,296
503,318
504,904
504,858
504,903
504,1247
504,296
504,1225
504,1219
504,593
504,318
504,923
505,356
505,4993
505,1196
505,260
505,1198
505,296
505,318
505,2571
505,5952
505,7153
508,3996
508,6711
508,1252
508,912
508,2329
508,4993
508,7153
508,293
508,1080
508,4027
512,2959
512,1527
512,4226
512,2716
512,7153
512,1089
512,7438
512,5952
512,1270
512,4993
520,1198
520,4993
520,260
520,296
520,2571
520,1196
520,356
520,318
520,5952
520,7153
521,32
521,858
521,44191
521,48516
521,3578
521,593
521,50
521,318
521,47
521,4226
532,2858
532,318
532,63082
532,356
532,60069
532,7361
532,58559
532,6377
532,50872
532,8961
534,54286
534,48780
534,74458
534,98809
534,4963
534,68157
534,318
534,5418
534,99114
534,59369
535,46578
535,6539
535,46976
535,50872
535,7147
535,40819
535,56367
535,4995
535,356
535,8961
540,2571
540,260
540,1198
540,296
540,1196
540,318
540,356
540,4993
540,7153
540,5952
546,2502
546,480
546,2997
546,4226
546,3578
546,1136
546,1704
546,1210
546,1265
546,260
548,5952
548,4993
548,595
548,588
548,6539
548,4886
548,8961
548,4306
548,7153
548,6377
557,1198
557,260
557,4993
557,1196
557,296
557,2571
557,7153
557,5952
557,318
557,356
563,1201
563,1222
563,2076
563,1252
563,541
563,750
563,111
563,1208
563,1206
563,924
571,318
571,480
571,1240
571,296
571,780
571,593
571,1580
571,3793
571,6539
571,50
572,49272
572,8874
572,40815
572,2762
572,4963
572,6863
572,48516
572,8376
572,33004
572,8807
573,1198
573,296
573,260
573,1196
573,2571
573,4993
573,7153
573,5952
573,318
573,356
577,1196
577,260
577,356
577,318
577,2571
577,4993
577,296
577,1198
577,7153
577,5952
578,5952
578,7153
578,8961
578,3578
578,5989
578,33493
578,1210
578,4993
578,33794
578,5418
586,6502
586,44195
586,49530
586,57368
586,2959
586,69481
586,45499
586,8874
586,2571
586,7360
588,7153
588,5952
588,260
588,1196
588,296
588,1198
588,2571
588,4993
588,318
588,356
598,923
598,750
598,924
598,50
598,111
598,608
598,1206
598,593
598,1230
598,913
604,356
604,318
604,260
604,1196
604,2571
604,4993
604,7153
604,5952
604,1198
604,296
609,32
609,1214
609,6711
609,1228
609,778
609,47
609,1258
609,111
609,1252
609,593
612,296
612,58559
612,79132
612,356
612,2959
612,318
612,63082
612,56367
612,55820
612,44555
614,63082
614,81845
614,4973
614,8970
614,47629
614,7361
614,63876
614,72011
614,39183
614,69757
617,2571
617,296
617,4993
617,47
617,1089
617,750
617,1206
617,6016
617,541
617,7153
619,4246
619,5299
619,4896
619,1721
619,8360
619,8368
619,6539
619,4306
619,150
619,1097
626,2858
626,2571
626,5952
626,527
626,47
626,858
626,50
626,356
626,593
626,296
631,44555
631,68954
631,56367
631,57669
631,55247
631,44195
631,46578
631,63082
631,4973
631,48394
633,2571
633,296
633,7153
633,1
633,8961
633,1196
633,46578
633,5952
633,58559
633,1704
637,64614
637,1089
637,63082
637,4878
637,7361
637,68237
637,293
637,80463
637,71535
637,68954
649,47
649,1198
649,50
649,527
649,1210
649,110
649,1270
649,2959
649,7153
649,858
650,527
650,260
650,2858
650,318
650,858
650,1193
650,1221
650,1214
650,1213
650,2997
661,912
661,1207
661,919
661,1197
661,908
661,969
661,914
661,1225
661,1198
661,904
662,3949
662,1201
662,1200
662,527
662,6016
662,778
662,1193
662,1214
662,1198
662,4011
664,7293
664,41569
664,8528
664,35836
664,33679
664,31696
664,34319
664,34048
664,8972
664,34162
672,1193
672,293
672,3949
672,50
672,2858
672,541
672,6016
672,27773
672,55820
672,2571
689,1200
689,316
689,1240
689,260
689,344
689,6365
689,6539
689,6537
689,1196
689,3527
692,79132
692,91529
692,91500
692,98809
692,87232
692,74458
692,89745
692,99114
692,85414
692,73017
693,47
693,2329
693,5952
693,50
693,48516
693,858
693,2762
693,527
693,7153
693,296
694,318
694,356
694,5952
694,7153
694,2571
694,4993
694,260
694,1196
694,296
694,1198
700,6333
700,1240
700,2028
700,2762
700,356
700,1196
700,4993
700,3578
700,3793
700,4306
710,57669
710,61240
710,68237
710,74545
710,27773
710,73344
710,44555
710,55805
710,64839
710,70286
724,7153
724,5952
724,1198
724,296
724,1196
724,260
724,2571
724,4993
724,318
724,356
729,59315
729,33794
729,2028
729,2542
729,8874
729,2762
729,44191
729,2329
729,1089
729,51662
735,1196
735,260
735,5952
735,7153
735,4993
735,2571
735,1198
735,296
735,356
735,318
737,780
737,7153
737,1270
737,6539
737,1580
737,4306
737,2571
737,356
737,480
737,5349
738,5952
738,4993
738,1136
738,1214
738,527
738,260
738,541
738,1193
738,750
738,1196
739,51662
739,7153
739,55820
739,8874
739,1884
739,48780
739,79132
739,51255
739,57669
739,5952
741,1387
741,3471
741,1288
741,4327
741,1954
741,2529
741,1270
741,8623
741,3361
741,3363
742,318
742,296
742,1136
742,8665
742,47
742,5418
742,79132
742,54286
742,1527
742,50
744,587
744,2706
744,2617
744,6539
744,6333
744,1777
744,733
744,8360
744,8636
744,2353
748,50
748,318
748,1206
748,1208
748,608
748,47
748,593
748,2858
748,2959
748,1089
756,7361
756,46578
756,4995
756,4226
756,6377
756,2571
756,2959
756,318
756,4973
756,63082
763,4306
763,2762
763,480
763,2028
763,1270
763,318
763,47
763,380
763,2959
763,593
768,84152
768,88744
768,72998
768,89745
768,68791
768,90405
768,85414
768,96610
768,82461
768,70286
770,527
770,296
770,912
770,356
770,56367
770,2324
770,6377
770,1225
770,1193
770,46578
774,912
774,2858
774,7361
774,1193
774,4973
774,4226
774,2959
774,858
774,608
774,296
775,1196
775,260
775,356
775,318
775,7153
775,5952
775,2571
775,4993
775,1198
775,296
777,2716
777,260
777,1208
777,2174
777,1673
777,541
777,1954
777,293
777,778
777,1288
779,1610
779,5445
779,2028
779,2716
779,356
779,110
779,1
779,1198
779,8961
779,1961
784,2571
784,6539
784,2858
784,527
784,318
784,1
784,8961
784,2762
784,356
784,4993
786,2571
786,81845
786,88125
786,78499
786,5952
786,89745
786,318
786,74458
786,7153
786,68157
787,608
787,4226
787,593
787,296
787,1198
787,527
787,858
787,1193
787,2858
787,318
789,318
789,356
789,1196
789,260
789,296
789,1198
789,5952
789,7153
789,4993
789,2571
804,4878
804,33794
804,4995
804,1136
804,4011
804,7361
804,50
804,2571
804,1210
804,1196
808,356
808,7153
808,68954
808,5952
808,4226
808,60069
808,4993
808,2571
808,63082
808,4973
811,2997
811,1206
811,318
811,7361
811,6016
811,1136
811,1221
811,912
811,750
811,527
827,6016
827,5952
827,2858
827,4973
827,356
827,7153
827,4993
827,527
827,1136
827,2329
828,69122
828,3793
828,60069
828,318
828,8961
828,68358
828,4306
828,6377
828,6539
828,2959
829,318
829,53125
829,88125
829,54286
829,81834
829,33794
829,54001
829,76093
829,69844
829,58559
841,2959
841,260
841,1210
841,1196
841,3578
841,318
841,5952
841,4226
841,44191
841,2762
843,55820
843,68157
843,48516
843,99114
843,48394
843,63082
843,80463
843,56782
843,55247
843,70286
844,1196
844,1198
844,296
844,356
844,5952
844,318
844,4993
844,7153
844,260
844,2571
846,2762
846,593
846,2959
846,1732
846,858
846,778
846,318
846,50
846,47
846,356
847,1617
847,924
847,1266
847,1387
847,750
847,2716
847,1252
847,1270
847,4226
847,1304
854,356
854,1
854,260
854,480
854,296
854,110
854,593
854,1198
854,6539
854,4306
864,1198
864,296
864,2571
864,5952
864,1196
864,260
864,356
864,318
864,4993
864,7153
865,4973
865,1222
865,318
865,1193
865,50
865,1089
865,541
865,2329
865,778
865,1208
866,88163
866,96821
866,79091
866,88125
866,89745
866,97304
866,91529
866,88810
866,80463
866,97938
868,969
868,1198
868,750
868,913
868,2571
868,457
868,8228
868,1288
868,260
868,1214
872,5952
872,4993
872,40815
872,8961
872,1035
872,7153
872,8368
872,4896
872,8360
872,5816
873,1198
873,1214
873,858
873,589
873,2571
873,356
873,32
873,1240
873,2329
873,110
878,593
878,111
878,608
878,2997
878,750
878,1136
878,527
878,2571
878,48394
878,50
887,99114
887,296
887,63082
887,44191
887,2959
887,68237
887,68157
887,7153
887,48516
887,91529
890,780
890,1580
890,6377
890,7153
890,527
890,1197
890,8961
890,364
890,150
890,6539
891,2959
891,4993
891,4226
891,2858
891,58559
891,296
891,5618
891,50
891,593
891,858
893,5816
893,8970
893,7153
893,6942
893,6377
893,41566
893,4886
893,60069
893,69844
893,54001
894,47
894,6016
894,7361
894,2329
894,1193
894,58559
894,1206
894,4011
894,356
894,318
898,4993
898,6539
898,5952
898,1197
898,4306
898,7153
898,8961
898,4886
898,8368
898,588
902,2762
902,4995
902,4973
902,5418
902,593
902,4226
902,7153
902,1196
902,4993
902,5952
910,318
910,356
910,260
910,1196
910,4993
910,2571
910,1198
910,296
910,7153
910,5952
912,4226
912,318
912,44191
912,589
912,32
912,48516
912,4993
912,33794
912,32587
912,4011
913,356
913,318
913,4993
913,2571
913,5952
913,7153
913,296
913,1198
913,1196
913,260
915,318
915,2858
915,593
915,904
915,527
915,1198
915,908
915,1197
915,1193
915,356
916,318
916,356
916,260
916,7153
916,2571
916,1198
916,1196
916,296
916,4993
916,5952
919,2291
919,56367
919,296
919,48394
919,2858
919,4973
919,58559
919,63082
919,1704
919,6377
923,593
923,47
923,2858
923,296
923,7153
923,356
923,5952
923,4973
923,4993
923,6874
924,47
924,2329
924,318
924,1089
924,4226
924,2571
924,58559
924,296
924,48516
924,4011
926,1291
926,2028
926,4963
926,356
926,7153
926,4306
926,527
926,1704
926,2858
926,2329
932,780
932,1240
932,1580
932,296
932,1036
932,593
932,480
932,2762
932,5445
932,110
933,7361
933,56367
933,527
933,8368
933,5989
933,40815
933,81845
933,356
933,2762
933,44191
935,6539
935,356
935,318
935,1961
935,2797
935,1197
935,1265
935,2918
935,150
935,1704
937,5952
937,58559
937,4993
937,2329
937,2571
937,47
937,7153
937,318
937,356
937,70286
940,750
940,111
940,608
940,2997
940,4848
940,55820
940,1732
940,48394
940,46578
940,44555
948,33794
948,318
948,8368
948,1
948,72998
948,2571
948,356
948,364
948,50872
948,2959
949,1089
949,858
949,47
949,50
949,296
949,2329
949,3949
949,58559
949,6016
949,2858
951,480
951,51662
951,780
951,1214
951,1196
951,1210
951,2571
951,1036
951,1580
951,260
964,7153
964,318
964,1198
964,296
964,2571
964,4993
964,5952
964,356
964,260
964,1196
969,1199
969,924
969,1213
969,61240
969,1208
969,64839
969,68237
969,1884
969,1464
969,88129
971,2076
971,1466
971,1208
971,924
971,5952
971,592
971,1266
971,2571
971,2291
971,1291
975,858
975,58559
975,7438
975,1213
975,111
975,6016
975,1206
975,778
975,2329
975,6874
979,7153
979,356
979,1196
979,260
979,4993
979,2571
979,1198
979,5952
979,318
979,296
982,1348
982,2366
982,8507
982,2174
982,1466
982,1228
982,1994
982,3683
982,3499
982,2948
984,165
984,457
984,2115
984,1198
984,1291
984,5349
984,1036
984,780
984,2716
984,1610
990,2571
990,4993
990,110
990,3793
990,1580
990,4963
990,2028
990,1270
990,4886
990,318
994,60069
994,79132
994,80463
994,68954
994,50872
994,78499
994,72011
994,69757
994,48394
994,6942
995,1240
995,356
995,318
995,296
995,589
995,593
995,1036
995,4993
995,2959
995,32587
997,2571
997,296
997,68157
997,74458
997,63082
997,47
997,2959
997,356
997,318
997,79132
1000,356
1000,7153
1000,260
1000,1196
1000,5952
1000,318
1000,4993
1000,2571
1000,296
1000,1198
1001,364
1001,1704
1001,4306
1001,150
1001,593
1001,6539
1001,597
1001,6377
1001,2115
1001,1580
1003,480
1003,2716
1003,318
1003,4306
1003,1198
1003,4993
1003,4963
1003,344
1003,1291
1003,5418
1015,1
1015,364
1015,4896
1015,4306
1015,5349
1015,5816
1015,6377
1015,356
1015,4993
1015,6539
1016,1198
1016,2571
1016,7153
1016,5952
1016,4993
1016,356
1016,260
1016,1196
1016,296
1016,318
1022,5418
1022,593
1022,7438
1022,4963
1022,2329
1022,4306
1022,1270
1022,3793
1022,6539
1022,6874
1023,5952
1023,8368
1023,6377
1023,6539
1023,7153
1023,4993
1023,5816
1023,356
1023,4896
1023,4886
1024,1
1024,8961
1024,7361
1024,6377
1024,4995
1024,5989
1024,46578
1024,318
1024,6539
1024,4886
1028,45722
1028,72998
1028,58559
1028,50872
1028,6539
1028,5952
1028,7153
1028,4993
1028,4896
1028,5349
1034,7153
1034,5952
1034,356
1034,318
1034,2571
1034,4993
1034,1196
1034,260
1034,296
1034,1198
1036,3578
1036,1196
1036,4993
1036,44191
1036,593
1036,7153
1036,356
1036,79132
1036,296
1036,4226
1048,4878
1048,63082
1048,527
1048,51255
1048,4973
1048,55247
1048,6016
1048,48394
1048,1136
1048,34405
1052,7215
1052,965
1052,942
1052,5603
1052,8491
1052,5177
1052,7070
1052,1284
1052,930
1052,3334
1061,3578
1061,780
1061,1036
1061,733
1061,1270
1061,6539
1061,110
1061,1240
1061,1198
1061,1291
1065,858
1065,2329
1065,260
1065,5952
1065,7153
1065,4993
1065,3578
1065,1196
1065,44191
1065,593
1068,593
1068,6377
1068,316
1068,5816
1068,5952
1068,7153
1068,4306
1068,4085
1068,1485
1068,1610
1073,4993
1073,5952
1073,2028
1073,3578
1073,1198
1073,4995
1073,7153
1073,527
1073,2858
1073,7361
1074,908
1074,593
1074,527
1074,4973
1074,2858
1074,1197
1074,912
1074,318
1074,858
1074,1193
1078,50
1078,1
1078,318
1078,593
1078,2858
1078,296
1078,2028
1078,1961
1078,527
1078,1704
1090,1
1090,4886
1090,588
1090,595
1090,4306
1090,6377
1090,1270
1090,500
1090,364
1090,6539
1094,4993
1094,2571
1094,1198
1094,296
1094,1196
1094,260
1094,7153
1094,5952
1094,318
1094,356
1106,32
1106,4993
1106,593
1106,1198
1106,1089
1106,2329
1106,6874
1106,318
1106,47
1106,2959
1108,2959
1108,4226
1108,56367
1108,527
1108,68157
1108,81591
1108,44191
1108,2858
1108,5618
1108,48516
1141,4011
1141,7153
1141,6711
1141,4993
1141,3949
1141,68157
1141,7361
1141,4973
1141,778
1141,1089
1145,1089
1145,1258
1145,2571
1145,1213
1145,608
1145,778
1145,6016
1145,1732
1145,1214
1145,32
1147,4993
1147,2571
1147,260
1147,1196
1147,7153
1147,5952
1147,318
1147,356
1147,296
1147,1198
1148,2959
1148,858
1148,1036
1148,47
1148,2762
1148,50
1148,110
1148,1198
1148,318
1148,356
1154,260
1154,1198
1154,4993
1154,2571
1154,7153
1154,5952
1154,296
1154,1196
1154,318
1154,356
1155,1198
1155,919
1155,1207
1155,1225
1155,17
1155,953
1155,1307
1155,356
1155,318
1155,1
1158,356
1158,260
1158,5952
1158,2028
1158,7153
1158,2329
1158,1200
1158,318
1158,4993
1158,1196
1163,364
1163,1923
1163,3578
1163,780
1163,6539
1163,2716
1163,588
1163,593
1163,110
1163,2115
1164,4226
1164,47
1164,3578
1164,1198
1164,480
1164,296
1164,110
1164,33794
1164,2959
1164,356
1165,4226
1165,1214
1165,778
1165,4027
1165,2959
1165,750
1165,541
1165,2019
1165,1997
1165,3362
1166,4886
1166,3948
1166,318
1166,8961
1166,364
1166,1721
1166,5349
1166,595
1166,588
1166,5989
1168,4878
1168,1222
1168,2329
1168,858
1168,50
1168,2858
1168,593
1168,318
1168,1089
1168,47
1175,500
1175,4306
1175,356
1175,919
1175,6377
1175,1035
1175,539
1175,1028
1175,4995
1175,4886
1198,1265
1198,480
1198,150
1198,7153
1198,457
1198,2000
1198,1610
1198,6539
1198,2028
1198,110
1200,1884
1200,4239
1200,1270
1200,2502
1200,1213
1200,110
1200,2011
1200,5989
1200,3949
1200,16
1202,5952
1202,7153
1202,356
1202,4993
1202,541
1202,778
1202,1221
1202,3578
1202,1089
1202,32
1206,4993
1206,2571
1206,59315
1206,4963
1206,3578
1206,44191
1206,7153
1206,33794
1206,6539
1206,5952
1222,318
1222,296
1222,7153
1222,5952
1222,260
1222,1196
1222,4993
1222,356
1222,1198
1222,2571
1226,2571
1226,356
1226,6377
1226,5952
1226,4306
1226,4993
1226,7153
1226,1270
1226,260
1226,3578
1227,1961
1227,110
1227,1387
1227,527
1227,2028
1227,1265
1227,2716
1227,1196
1227,260
1227,1210
1228,904
1228,903
1228,2959
1228,2858
1228,1206
1228,527
1228,908
1228,4973
1228,1198
1228,6016
1233,6539
1233,3793
1233,4306
1233,3578
1233,457
1233,6377
1233,5445
1233,2716
1233,5952
1233,2571
1239,59315
1239,79132
1239,6539
1239,68157
1239,318
1239,2959
1239,91529
1239,33794
1239,89745
1239,5952
1244,4344
1244,8861
1244,54286
1244,44665
1244,53000
1244,8371
1244,42738
1244,49278
1244,33493
1244,8985
1246,593
1246,7361
1246,527
1246,4973
1246,1197
1246,318
1246,356
1246,8961
1246,2762
1246,2858
1251,6711
1251,46578
1251,7361
